filter,name,time
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/presentations/pptx.qmd,5003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/muse.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/man.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/tei.qmd,4014
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/rtf.qmd,5002
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/fb2.qmd,3003.0000000000146
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/markdown/commonmark.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/markdown/markua.qmd,4012
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/markdown/gfm.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/org.qmd,4002.999999999971
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/asciidoc.qmd,5003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/haddock.qmd,3003
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/ipynb.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/wiki/dokuwiki.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/wiki/jira.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/wiki/mediawiki.qmd,3994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/wiki/xwiki.qmd,4003.9999999999854
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/wiki/zimwiki.qmd,4003.9999999999854
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/formats/ms.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/metadata/crossref.qmd,4003.0000000000146
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/metadata/brand.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/metadata/citation.qmd,4014.0000000000146
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/globs.qmd,3013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/projects/options.qmd,3004.0000000000146
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/projects/manuscripts.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/cells/cells-ojs.qmd,5012
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/cells/index.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/cells/cells-knitr.qmd,3905
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/reference/cells/cells-jupyter.qmd,3004.0000000000146
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/ast.qmd,5004.000000000015
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/custom-ast-nodes/tabset.qmd,4013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/custom-ast-nodes/callout.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/custom-ast-nodes/conditional-block.qmd,5003.999999999985
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/website-nav.qmd,5013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/pdf.qmd,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/index.qmd,5004.000000000015
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.3/tables.qmd,8004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.5/index.qmd,5004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.7/index.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.6/index.qmd,5012
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.4/ast.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.4/email.qmd,5014
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.4/crossref.qmd,4004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.4/index.qmd,4013
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/prerelease/1.4/lua_changes.qmd,3002.9999999999854
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-blog.qmd,994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-basics.qmd,3994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-about.qmd,3004
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-search.qmd,2994
normalize-capture-reader-state,/home/cscheid/repos/github/quarto-dev/quarto-web/docs/websites/website-listings.qmd,4993
